http://www.wikidata.org/entity/Q826973,Beroe,Nereid or Oceanid of Greek mythology
http://www.wikidata.org/entity/Q830188,Bessie,lake monster in Lake Erie
http://www.wikidata.org/entity/Q830622,Bestla,Norse mythical character
http://www.wikidata.org/entity/Q9656029,Betobeto-san,Japanese folklore yokai
http://www.wikidata.org/entity/Q12721690,Bhaia,Demon of Vedic mythology
http://www.wikidata.org/entity/Q855123,Bhoot,ghost in Indian culture
http://www.wikidata.org/entity/Q855089,Bhrigu,One of the Saptarshis
http://www.wikidata.org/entity/Q10427163,Bi Fang bird,bird in Chinese mythology
http://www.wikidata.org/entity/Q757984,Bi'an,one of the 9 sons of the dragon
http://www.wikidata.org/entity/Q2902427,Bicorn and Chichevache,medieval fabulous beasts used to satirize marriage relationships
http://www.wikidata.org/entity/Q855440,Bienor,"centaur, figure from Greek mythology"
http://www.wikidata.org/entity/Q3235542,Bifrons,Demon in the Lesser Key of Solomon
http://www.wikidata.org/entity/Q4907116,Biher,Ethiopian Aksumite god
http://www.wikidata.org/entity/Q2528209,Biollante,kaiju
http://www.wikidata.org/entity/Q2634191,Biscione,heraldic animal
http://www.wikidata.org/entity/Q11909453,Bistonis,nymph in Greek mythology
http://www.wikidata.org/entity/Q56098449,Bithynis,nymph in Greek mythology
http://www.wikidata.org/entity/Q28770,Bixi,one of the 9 sons of the Dragon
http://www.wikidata.org/entity/Q880558,Black Shuck,mythical creature
http://www.wikidata.org/entity/Q125696,Black Tortoise,Chinese mythology symbol
http://www.wikidata.org/entity/Q4929029,Blue Crow,species of bird
http://www.wikidata.org/entity/Q17152117,Blue men of the Minch,Scottish mythological creatures
http://www.wikidata.org/entity/Q781173,Boann,water deity
http://www.wikidata.org/entity/Q3543981,Boginka,Slavic female spirit
http://www.wikidata.org/entity/Q4810860,Bolbe,Oceanid of Greek mythology
http://www.wikidata.org/entity/Q3502914,Bolg,Middle-earth character
http://www.wikidata.org/entity/Q4939448,Bolina,Nymph in Greek mythology
http://www.wikidata.org/entity/Q728588,Bolt,Disney character
http://www.wikidata.org/entity/Q2910190,Bonkers D. Bobcat,Bonkers character
http://www.wikidata.org/entity/Q2394280,Boo-Boo Bear,fictional character
http://www.wikidata.org/entity/Q108911629,Boo-Boo Bear,Fictional bear of the 2010 film Yogi Bear
http://www.wikidata.org/entity/Q104650584,Booker,fictional dog from the Animal Crossing series
http://www.wikidata.org/entity/Q47093217,Bookkeeper,Lava Monster of the TV series “Lego Nexo Knigths”
http://www.wikidata.org/entity/Q3642361,Borda,creature in Italian folklore
http://www.wikidata.org/entity/Q27121374,Boris,fictional dog from Lady and the Tramp
